"id","order_type","seq_no","status_type_val","pr_order_no","sa_order_line_no","company_name","to_item_no","due_dt","toshop_dt","process_by_dt","order_qty,order_uom","form_dim1","form_dim2","form_dim3","form_dim4","form_dim5","form_dim6","dim1","dim2","dim3","dim4","dim5","dim6","dim_uom","pr_center_no","short_desc","instruction"
"4-MO0000155WK-200-688","MFG","200","Scheduled","MO0000155WK","WO0146429-1/1","FOXSEMICON INTEGRATED TECHNOLOGY (SHANGHAI) INC","6061 9.75 T651 PLATE 0035-00580","4/5/23","3/17/23","4/5/23","24 ea","9.75","","","","","","","","","","","","in","BUR-Visionwide 3116","Visionwide 3116","PULL CORRESPONDING BLOCKS FROM SAWS
STAGE PARTS IN FRONT OF MACHINE
VERIFY HEAT LOTS
MEASURE BLOCKS BEFORE LOADING MATERIAL
PULL/PRINT AND REVIEW SET-UP DOC
VERIFY CORRECT PROGRAM IS LOADED IN MACHINE
MACHINE BLOCKS TO PRINT 0035-00580 REV 01
INSPECT FINISHED BLOCK ON ATTACHED SHEETS
TAKE FIRST PART TO QUALITY FOR BUYOFF"
"4-MO0000155WK-225-691","MFG","225","Scheduled","MO0000155WK","WO0146429-1/1","FOXSEMICON INTEGRATED TECHNOLOGY (SHANGHAI) INC","6061 9.75 T651 PLATE 0035-00580","4/5/23","3/17/23","4/5/23","24 ea","9.75","","","","","","","","","","","","in","BUR-Visionwide 4120","Visionwide 4120",""
"4-MO0000157WK-100-791","MFG","100","Scheduled","MO0000157WK","WO0150585-1/1","FOXSEMICON INTEGRATED TECHNOLOGY (SHANGHAI) INC","6061 6.50 T651 PLATE 0035-01053","4/17/23","3/20/23","4/17/23","11 ea","6.5","","","","","","","","","","","","in","BUR-Plate Saws","Plate Saws","PULL MARKED 6.5" PLATE
CUT SIZE 22.3 X 22.3
CUT TOLERANCE +.125/-0
MARK HEAT LOT ON ALL PIECES"
"4-MO0000157WK-200-793","MFG","200","Scheduled","MO0000157WK","WO0150585-1/1","FOXSEMICON INTEGRATED TECHNOLOGY (SHANGHAI) INC","6061 6.50 T651 PLATE 0035-01053","4/17/23","3/20/23","4/17/23","11 ea","6.5","","","","","","","","","","","","in","BUR-Hyundai F650","Hyundai F650","PULL CORRESPONDING BLOCKS FROM SAWS
STAGE PARTS IN FRONT OF MACHINE
VERIFY HEAT LOTS
MEASURE BLOCKS BEFORE LOADING MATERIAL
PULL/PRINT AND REVIEW SET-UP DOC FOR OP 1
VERIFY CORRECT PROGRAM IS LOADED IN MACHINE
MACHINE BLOCKS TO PRINT 0035-01053 REV 01
INSPECT FINISHED BLOCK ON ATTACHED SHEETS
TAKE FIRST PART TO QUALITY FOR BUYOFF"
"4-MO0000157WK-400-796","MFG","400","Scheduled","MO0000157WK","WO0150585-1/1","FOXSEMICON INTEGRATED TECHNOLOGY (SHANGHAI) INC","6061 6.50 T651 PLATE 0035-01053","4/17/23","3/20/23","4/17/23","11 ea","6.5","","","","","","","","","","","","in","BUR-Visionwide 3116","Visionwide 3116","STAGE PARTS RAN THROUGH OP 1 IN FRONT OF MACHINE
VERIFY HEAT LOTS
PULL/PRINT AND REVIEW SET-UP DOC FOR OP 1
VERIFY CORRECT PROGRAM IS LOADED IN MACHINE
MACHINE BLOCKS TO PRINT 0035-01053 REV 01
INSPECT FINISHED BLOCK ON ATTACHED SHEETS
TAKE FIRST PART TO QUALITY FOR BUYOFF"
"4-MO0000160WK-100-865","MFG","100","Scheduled","MO0000160WK","WO0149487-1/2","FOXSEMICON INTEGRATED TECHNOLOGY (SHANGHAI) INC","6061 8.2 T651 PLATE 0035-01020","4/17/23","3/20/23","4/17/23","3 ea","8.2","","","","","","","","","","","","in","BUR-Plate Saws","Plate Saws","PULL MARKED 8.2" PLATE
CUT SIZE 45.2 X 45.2
CUT TOLERANCE +.120/-0
MARK HEAT LOT ON ALL PIECES"
"4-MO0000160WK-200-867","MFG","200","Scheduled","MO0000160WK","WO0149487-1/2","FOXSEMICON INTEGRATED TECHNOLOGY (SHANGHAI) INC","6061 8.2 T651 PLATE 0035-01020","4/17/23","3/20/23","4/17/23","3 ea","8.2","","","","","","","","","","","","in","BUR-Hyundai KH1000","Hyundai KH1000","PULL CORRESPONDING BLOCKS FROM SAWS
STAGE PARTS IN FRONT OF MACHINE
VERIFY HEAT LOTS
MEASURE BLOCKS BEFORE LOADING MATERIAL
PULL/PRINT AND REVIEW SET-UP DOC
VERIFY CORRECT PROGRAM IS LOADED IN MACHINE
MACHINE BLOCKS TO PRINT 0035-01020 REV 03
INSPECT FINISHED BLOCK ON ATTACHED SHEETS
TAKE FIRST PART TO QUALITY FOR BUYOFF"
"4-MO0000161WK-100-661","MFG","100","Scheduled","MO0000161WK","WO0143824-1/1","Benchmark Electronics","6061 8.08 T651 PLATE 0035-00532","4/6/23","3/20/23","4/6/23","65 ea","8.08","","","","","","","","","","","","in","BUR-Plate Saws","Plate Saws","CUT SIZE 21.48 X 41.78
CUT TOLERANCE +.120/-0
DOT PEEN EACH PART WITH THE FOLLOWING:
PO#, WO#, PART # W/ REV# , ALLOY AND TEMPER, AND HEAT LOT"
"4-MO0000161WK-200-663","MFG","200","Scheduled","MO0000161WK","WO0143824-1/1","Benchmark Electronics","6061 8.08 T651 PLATE 0035-00532","4/6/23","3/20/23","4/6/23","65 ea","8.08","","","","","","","","","","","","in","BUR-Makino a120","Makino a120","PULL CORRESPONDING BLOCKS FROM SAWS
STAGE PARTS IN FRONT OF MACHINE
VERIFY HEAT LOTS AND QUANTITY
MEASURE BLOCKS BEFORE LOADING MATERIAL
PULL/PRINT AND REVIEW SET-UP DOC
VERIFY CORRECT PROGRAM IS LOADED IN MACHINE
MACHINE BLOCKS TO PRINT
INSPECT FINISHED BLOCK ON ATTACHED SHEETS
TAKE FIRST PART TO QUALITY FOR BUYOFF"
"4-MO0000162WK-100-666","MFG","100","Scheduled","MO0000162WK","WO0143244-1/1","Benchmark Electronics","6061 8.08 T651 PLATE 0035-00532","4/12/23","3/20/23","4/12/23","65 ea","8.08","","","","","","","","","","","","in","BUR-Plate Saws","Plate Saws","CUT SIZE 21.48 X 41.78
CUT TOLERANCE +.120/-0
DOT PEEN EACH PART WITH THE FOLLOWING:
PO#, WO#, PART # W/ REV# , ALLOY AND TEMPER, AND HEAT LOT"
"4-MO0000162WK-200-826","MFG","200","Scheduled","MO0000162WK","WO0143244-1/1","Benchmark Electronics","6061 8.08 T651 PLATE 0035-00532","4/12/23","3/20/23","4/12/23","65 ea","8.08","","","","","","","","","","","","in","BUR-Makino a120","Makino a120",""
"4-MO0000162WK-225-828","MFG","225","Scheduled","MO0000162WK","WO0143244-1/1","Benchmark Electronics","6061 8.08 T651 PLATE 0035-00532","4/12/23","3/20/23","4/12/23","65 ea","8.08","","","","","","","","","","","","in","BUR-OKK HM1000S","OKK HM1000S",""
"4-MO0000163WK-100-681","MFG","100","Scheduled","MO0000163WK","WO0151314-1/1","K&B Industries","6061 8.60 T651 PLATE RING ","3/23/23","3/20/23","3/23/23","3 ea","8.6","","","","","","21","16","","","","","in","BUR-Plate Saws","Plate Saws","CUT SIZE 21.25 X 21.25
CUT TOLERANCE +.125/-0
MARK HEAT LOT ON ALL PIECES"
"4-MO0000163WK-200-683","MFG","200","Scheduled","MO0000163WK","WO0151314-1/1","K&B Industries","6061 8.60 T651 PLATE RING ","3/23/23","3/20/23","3/23/23","3 ea","8.6","","","","","","21","16","","","","","in","BUR-Hyundai F650","Hyundai F650","PULL CORRESPONDING BLOCKS FROM SAWS
STAGE PARTS IN FRONT OF MACHINE
VERIFY HEAT LOTS
MEASURE BLOCKS BEFORE LOADING MATERIAL
PULL/PRINT AND REVIEW SET-UP DOC
VERIFY CORRECT PROGRAM IS LOADED IN MACHINE
INSPECT FINISHED BLOCK TO SIZE ON WO
TAKE FIRST PART TO QUALITY FOR BUYOFF"
"4-MO0000164WK-100-698","MFG","100","Scheduled","MO0000164WK","WO0151493-1/1","KAMET   (KHUU'S INC.)","5083 CAST PLATE 7.625" THICK 0035-01241","3/27/23","3/20/23","3/27/23","4 ea","7.625","","","","","","","","","","","","in","BUR-Plate Saws","Plate Saws","PULL MARKED 7.625" PLATE
CUT SIZE 21.12 X 44.5
CUT TOLERANCE +.125/-0
MARK HEAT LOT ON ALL PIECES"
"4-MO0000164WK-200-700","MFG","200","Scheduled","MO0000164WK","WO0151493-1/1","KAMET   (KHUU'S INC.)","5083 CAST PLATE 7.625" THICK 0035-01241","3/27/23","3/20/23","3/27/23","4 ea","7.625","","","","","","","","","","","","in","BUR-Hyundai F750B","Hyundai F750B","PULL CORRESPONDING BLOCKS FROM SAWS
STAGE PARTS IN FRONT OF MACHINE
VERIFY HEAT LOTS
MEASURE BLOCKS BEFORE LOADING MATERIAL
PULL/PRINT AND REVIEW SET-UP DOCS FOR OPS 1 AND 2
VERIFY CORRECT PROGRAMS ARE LOADED IN MACHINE
MACHINE BLOCKS TO PRINT 0035-01241 REV 01
INSPECT FINISHED BLOCK ON ATTACHED SHEETS
TAKE FIRST PART TO QUALITY FOR BUYOFF"
"4-MO0000165WK-100-697","MFG","100","Scheduled","MO0000165WK","WO0151439-1/1","Benchmark Electronics","6061 9.75 T651 PLATE  0035-00626","3/28/23","3/20/23","3/28/23","5 ea","9.75","","","","","","","","","","","","in","BUR-Plate Saws","Plate Saws","PULL MARKED 9.75" PLATE
CUT SIZE 21.48 X 41.78
CUT TOLERANCE +.120/-0
DOT PEEN EACH BLOCK WITH THE FOLLOWING INFORMATION
MO#, PO#, HEAT LOT, PART#, ALLOY AND TEMPER"
"4-MO0000165WK-200-694","MFG","200","Scheduled","MO0000165WK","WO0151439-1/1","Benchmark Electronics","6061 9.75 T651 PLATE  0035-00626","3/28/23","3/20/23","3/28/23","5 ea","9.75","","","","","","","","","","","","in","BUR-Hyundai F750B","Hyundai F750B","PULL CORRESPONDING BLOCKS FROM SAWS
STAGE PARTS IN FRONT OF MACHINE
MACHINE BLOCKS TO PRINT
INSPECT FINISHED BLOCK ON ATTACHED SHEETS
TAKE FIRST PART TO QUALITY FOR BUYOFF"
"4-MO0000166WK-100-705","MFG","100","Scheduled","MO0000166WK","WO0148203-1/11","K&B Industries","6061 24.75" T6 FORGING 0035-00652-T6","4/20/23","3/21/23","4/20/23","5 ea","24.75","","","","","","","","","","","","in","BUR-Visionwide 3116","Visionwide 3116","PULL MARKED RAW BLOCKS
RECORD EACH BLOCK LENGTH AND WIDTH OF STARTING BLOCK
PULL/PRINT AND REVIEW SET-UP DOC
VERIFY CORRECT PROGRAM IS LOADED IN MACHINE
MACHINE PARTS TO PRINT 0035-00652 SYM 3 REV 04"
"4-MO0000166WK-200-707","MFG","200","Scheduled","MO0000166WK","WO0148203-1/11","K&B Industries","6061 24.75" T6 FORGING 0035-00652-T6","4/20/23","3/21/23","4/20/23","5 ea","24.75","","","","","","","","","","","","in","BUR-OKK HM1000S","OKK HM1000S","PREP PARTS BY DRILLING AND TAPPING BLOCKS ACCORDING TO SET UP DOC
MACHINE PARTS TO PRINT 0035-00652 SYM 3 REV 04
INSPECT FINISHED PARTS ON ATTACHED SHEET
DEBURR AND CLEAN PARTS ONCE MACHINED
TAKE FIRST PART TO QUALITY FOR BUYOFF


DOT PEEN THE FOLLOWING ON EACH PART
MO#
MPO#
HEAT LOT#"
"4-MO0000167WK-100-712","MFG","100","Scheduled","MO0000167WK","WO0148203-1/12","K&B Industries","6061 24.75" T6 FORGING 0035-00652-T6","5/4/23","3/21/23","5/4/23","5 ea","24.75","","","","","","","","","","","","in","BUR-Visionwide 3116","Visionwide 3116","PULL MARKED RAW BLOCKS
RECORD EACH BLOCK LENGTH AND WIDTH OF STARTING BLOCK
PULL/PRINT AND REVIEW SET-UP DOC
VERIFY CORRECT PROGRAM IS LOADED IN MACHINE
MACHINE PARTS TO PRINT 0035-00652 SYM 3 REV 04"
"4-MO0000167WK-200-714","MFG","200","Scheduled","MO0000167WK","WO0148203-1/12","K&B Industries","6061 24.75" T6 FORGING 0035-00652-T6","5/4/23","3/21/23","5/4/23","5 ea","24.75","","","","","","","","","","","","in","BUR-OKK HM1000S","OKK HM1000S","PREP PARTS BY DRILLING AND TAPPING BLOCKS ACCORDING TO SET UP DOC
MACHINE PARTS TO PRINT 0035-00652 SYM 3 REV 04
INSPECT FINISHED PARTS ON ATTACHED SHEET
DEBURR AND CLEAN PARTS ONCE MACHINED
TAKE FIRST PART TO QUALITY FOR BUYOFF


DOT PEEN THE FOLLOWING ON EACH PART
MO#
MPO#
HEAT LOT#"
"4-MO0000168WK-100-719","MFG","100","Scheduled","MO0000168WK","WO0148203-1/13","K&B Industries","6061 24.75" T6 FORGING 0035-00652-T6","5/18/23","3/21/23","5/18/23","5 ea","24.75","","","","","","","","","","","","in","BUR-Visionwide 3116","Visionwide 3116","PULL MARKED RAW BLOCKS
RECORD EACH BLOCK LENGTH AND WIDTH OF STARTING BLOCK
PULL/PRINT AND REVIEW SET-UP DOC
VERIFY CORRECT PROGRAM IS LOADED IN MACHINE
MACHINE PARTS TO PRINT 0035-00652 SYM 3 REV 04"
"4-MO0000168WK-200-721","MFG","200","Scheduled","MO0000168WK","WO0148203-1/13","K&B Industries","6061 24.75" T6 FORGING 0035-00652-T6","5/18/23","3/21/23","5/18/23","5 ea","24.75","","","","","","","","","","","","in","BUR-OKK HM1000S","OKK HM1000S","PREP PARTS BY DRILLING AND TAPPING BLOCKS ACCORDING TO SET UP DOC
MACHINE PARTS TO PRINT 0035-00652 SYM 3 REV 04
INSPECT FINISHED PARTS ON ATTACHED SHEET
DEBURR AND CLEAN PARTS ONCE MACHINED
TAKE FIRST PART TO QUALITY FOR BUYOFF


DOT PEEN THE FOLLOWING ON EACH PART
MO#
MPO#
HEAT LOT#"
"4-MO0000169WK-100-726","MFG","100","Scheduled","MO0000169WK","WO0148203-1/14","K&B Industries","6061 24.75" T6 FORGING 0035-00652-T6","6/1/23","3/21/23","6/1/23","5 ea","24.75","","","","","","","","","","","","in","BUR-Visionwide 3116","Visionwide 3116","PULL MARKED RAW BLOCKS
RECORD EACH BLOCK LENGTH AND WIDTH OF STARTING BLOCK
PULL/PRINT AND REVIEW SET-UP DOC
VERIFY CORRECT PROGRAM IS LOADED IN MACHINE
MACHINE PARTS TO PRINT 0035-00652 SYM 3 REV 04"
"4-MO0000169WK-200-728","MFG","200","Scheduled","MO0000169WK","WO0148203-1/14","K&B Industries","6061 24.75" T6 FORGING 0035-00652-T6","6/1/23","3/21/23","6/1/23","5 ea","24.75","","","","","","","","","","","","in","BUR-OKK HM1000S","OKK HM1000S","PREP PARTS BY DRILLING AND TAPPING BLOCKS ACCORDING TO SET UP DOC
MACHINE PARTS TO PRINT 0035-00652 SYM 3 REV 04
INSPECT FINISHED PARTS ON ATTACHED SHEET
DEBURR AND CLEAN PARTS ONCE MACHINED
TAKE FIRST PART TO QUALITY FOR BUYOFF


DOT PEEN THE FOLLOWING ON EACH PART
MO#
MPO#
HEAT LOT#"
"4-MO0000175WK-100-771","MFG","100","Scheduled","MO0000175WK","WO0151554-1/1","K&B Industries","6061 7.50 T651 PLATE 0035-01054","4/4/23","3/23/23","4/4/23","27 ea","7.5","","","","","","","","","","","","in","BUR-Plate Saws","Plate Saws","PULL MARKED 7.5" PLATE
CUT SIZE 22.18 X 22.46
CUT TOLERANCE +.060/-0"
"4-MO0000175WK-200-773","MFG","200","Scheduled","MO0000175WK","WO0151554-1/1","K&B Industries","6061 7.50 T651 PLATE 0035-01054","4/4/23","3/23/23","4/4/23","27 ea","7.5","","","","","","","","","","","","in","BUR-Hyundai F650","Hyundai F650","PULL CORRESPONDING BLOCKS FROM SAWS
STAGE PARTS IN FRONT OF MACHINE
MACHINE BLOCKS TO PRINT
INSPECT FINISHED BLOCK ON ATTACHED SHEETS
TAKE FIRST PART TO QUALITY FOR BUYOFF"
"4-MO0000176WK-100-954","MFG","100","Scheduled","MO0000176WK","WO0149803-1/1","MAX AEROSTRUCTURES LLC","6061 2.0 T651 PLATE -RH PLATE RH PLATE","2/28/23","3/24/23","2/28/23","1 ea","2","","","","","","","","","","","","in","BUR-Plate Saws","Plate Saws","CUT SIZE 48.5 X 120.01
CUT TOLERANCE +.125/-0"
"4-MO0000176WK-200-776","MFG","200","Scheduled","MO0000176WK","WO0149803-1/1","MAX AEROSTRUCTURES LLC","6061 2.0 T651 PLATE -RH PLATE RH PLATE","2/28/23","3/24/23","2/28/23","1 ea","2","","","","","","","","","","","","in","BUR-HAAS GR712","HAAS GR712","VERIFY HEAT LOTS AND SIZE OF STAGED PLATES
PULL/PRINT AND REVIEW SET-UP DOC
VERIFY CORRECT PROGRAM IS LOADED
LOAD PLATE ACCORDING TO SET UP DOC
MACHINE PARTS TO ATTACHED PRINT
DEBURR AND CLEAN PARTS
MARK HEAT LOTS ON ALL PCS
STICKER EACH PART
TAKE FIRST FINISHED PART TO QUALITY FOR BUYOFF"
"4-MO0000177WK-100-952","MFG","100","Scheduled","MO0000177WK","WO0149803-1/2","MAX AEROSTRUCTURES LLC","6061 2.0 T651 PLATE -LH PLATE LH PLATE","2/28/23","3/24/23","2/28/23","1 ea","2","","","","","","","","","","","","in","BUR-Plate Saws","Plate Saws","CUT SIZE 48.5 X 120.01
CUT TOLERANCE +.125/-0"
"4-MO0000177WK-200-947","MFG","200","Scheduled","MO0000177WK","WO0149803-1/2","MAX AEROSTRUCTURES LLC","6061 2.0 T651 PLATE -LH PLATE LH PLATE","2/28/23","3/24/23","2/28/23","1 ea","2","","","","","","","","","","","","in","BUR-HAAS GR712","HAAS GR712","VERIFY HEAT LOTS AND SIZE OF STAGED PLATES
PULL/PRINT AND REVIEW SET-UP DOC
VERIFY CORRECT PROGRAM IS LOADED
LOAD PLATE ACCORDING TO SET UP DOC
MACHINE PARTS TO ATTACHED PRINT
DEBURR AND CLEAN PARTS
MARK HEAT LOTS ON ALL PCS
STICKER EACH PART
TAKE FIRST FINISHED PART TO QUALITY FOR BUYOFF"
"4-MO0000178WK-100-950","MFG","100","Scheduled","MO0000178WK","WO0149803-1/3","MAX AEROSTRUCTURES LLC","6061 2.0 T651 PLATE - MID PLATE MID PLATE","2/28/23","3/24/23","2/28/23","1 ea","2","","","","","","","","","","","","in","BUR-Plate Saws","Plate Saws","CUT SIZE 60.0 X 125.7
CUT TOLERANCE +.125/-0"
"4-MO0000178WK-200-935","MFG","200","Scheduled","MO0000178WK","WO0149803-1/3","MAX AEROSTRUCTURES LLC","6061 2.0 T651 PLATE - MID PLATE MID PLATE","2/28/23","3/24/23","2/28/23","1 ea","2","","","","","","","","","","","","in","BUR-HAAS GR712","HAAS GR712","VERIFY HEAT LOTS AND SIZE OF STAGED PLATES
PULL/PRINT AND REVIEW SET-UP DOC
VERIFY CORRECT PROGRAM IS LOADED
LOAD PLATE ACCORDING TO SET UP DOC
MACHINE PARTS TO ATTACHED PRINT
DEBURR AND CLEAN PARTS
MARK HEAT LOTS ON ALL PCS
STICKER EACH PART
TAKE FIRST FINISHED PART TO QUALITY FOR BUYOFF"
"4-MO0000179WK-0-1078","MFG","0","Scheduled","MO0000179WK","WO0149803-1/4","MAX AEROSTRUCTURES LLC","6061 2.0 T651 PLATE -RH PLATE RH PLATE","4/27/23","3/24/23","4/27/23","2 ea","2","","","","","","","","","","","","in","BUR-Plate Saws","Plate Saws",""
"4-MO0000179WK-100-938","MFG","100","Scheduled","MO0000179WK","WO0149803-1/4","MAX AEROSTRUCTURES LLC","6061 2.0 T651 PLATE -RH PLATE RH PLATE","4/27/23","3/24/23","4/27/23","2 ea","2","","","","","","","","","","","","in","BUR-HAAS GR712","HAAS GR712","VERIFY HEAT LOTS AND SIZE OF STAGED PLATES
PULL/PRINT AND REVIEW SET-UP DOC
VERIFY CORRECT PROGRAM IS LOADED
LOAD PLATE ACCORDING TO SET UP DOC
MACHINE PARTS TO ATTACHED PRINT
DEBURR AND CLEAN PARTS
MARK HEAT LOTS ON ALL PCS
STICKER EACH PART
TAKE FIRST FINISHED PART TO QUALITY FOR BUYOFF"
"4-MO0000180WK-0-1080","MFG","0","Scheduled","MO0000180WK","WO0149803-1/5","MAX AEROSTRUCTURES LLC","6061 2.0 T651 PLATE -LH PLATE LH PLATE","4/27/23","3/24/23","4/27/23","2 ea","2","","","","","","","","","","","","in","BUR-Plate Saws","Plate Saws",""
"4-MO0000180WK-100-941","MFG","100","Scheduled","MO0000180WK","WO0149803-1/5","MAX AEROSTRUCTURES LLC","6061 2.0 T651 PLATE -LH PLATE LH PLATE","4/27/23","3/24/23","4/27/23","2 ea","2","","","","","","","","","","","","in","BUR-HAAS GR712","HAAS GR712","VERIFY HEAT LOTS AND SIZE OF STAGED PLATES
PULL/PRINT AND REVIEW SET-UP DOC
VERIFY CORRECT PROGRAM IS LOADED
LOAD PLATE ACCORDING TO SET UP DOC
MACHINE PARTS TO ATTACHED PRINT
DEBURR AND CLEAN PARTS
MARK HEAT LOTS ON ALL PCS
STICKER EACH PART
TAKE FIRST FINISHED PART TO QUALITY FOR BUYOFF"
"4-MO0000181WK-0-1082","MFG","0","Scheduled","MO0000181WK","WO0149803-1/6","MAX AEROSTRUCTURES LLC","6061 2.0 T651 PLATE - MID PLATE MID PLATE","4/27/23","3/24/23","4/27/23","2 ea","2","","","","","","","","","","","","in","BUR-Plate Saws","Plate Saws",""
"4-MO0000181WK-100-944","MFG","100","Scheduled","MO0000181WK","WO0149803-1/6","MAX AEROSTRUCTURES LLC","6061 2.0 T651 PLATE - MID PLATE MID PLATE","4/27/23","3/24/23","4/27/23","2 ea","2","","","","","","","","","","","","in","BUR-HAAS GR712","HAAS GR712","VERIFY HEAT LOTS AND SIZE OF STAGED PLATES
PULL/PRINT AND REVIEW SET-UP DOC
VERIFY CORRECT PROGRAM IS LOADED
LOAD PLATE ACCORDING TO SET UP DOC
MACHINE PARTS TO ATTACHED PRINT
DEBURR AND CLEAN PARTS
MARK HEAT LOTS ON ALL PCS
STICKER EACH PART
TAKE FIRST FINISHED PART TO QUALITY FOR BUYOFF"
"4-MO0000183WK-200-789","MFG","200","Scheduled","MO0000183WK","WO0151698-1/1","KAMET   (KHUU'S INC.)","5083 CAST PLATE 7.625" THICK 0035-01241","3/29/23","3/30/23","3/29/23","2 ea","7.625","","","","","","","","","","","","in","BUR-Hyundai F750B","Hyundai F750B","PULL CORRESPONDING BLOCKS FROM SAWS
STAGE PARTS IN FRONT OF MACHINE
VERIFY HEAT LOTS
MEASURE BLOCKS BEFORE LOADING MATERIAL
PULL/PRINT AND REVIEW SET-UP DOCS FOR OPS 1 AND 2
VERIFY CORRECT PROGRAMS ARE LOADED IN MACHINE
MACHINE BLOCKS TO PRINT 0035-01241 REV 01
INSPECT FINISHED BLOCK ON ATTACHED SHEETS
TAKE FIRST PART TO QUALITY FOR BUYOFF"
"4-MO0000185WK-100-801","MFG","100","Scheduled","MO0000185WK","WO0143243-1/1","Benchmark Electronics","6061 8.08 T651 PLATE 0035-00532","5/4/23","4/4/23","5/4/23","65 ea","8.08","","","","","","","","","","","","in","BUR-Plate Saws","Plate Saws","CUT SIZE 21.48 X 41.78
CUT TOLERANCE +.120/-0
DOT PEEN EACH PART WITH THE FOLLOWING:
PO#, WO#, PART # W/ REV# , ALLOY AND TEMPER, AND HEAT LOT"
"4-MO0000185WK-200-803","MFG","200","Scheduled","MO0000185WK","WO0143243-1/1","Benchmark Electronics","6061 8.08 T651 PLATE 0035-00532","5/4/23","4/4/23","5/4/23","65 ea","8.08","","","","","","","","","","","","in","BUR-Makino a120","Makino a120","PULL CORRESPONDING BLOCKS FROM SAWS
STAGE PARTS IN FRONT OF MACHINE
VERIFY HEAT LOTS AND QUANTITY
MEASURE BLOCKS BEFORE LOADING MATERIAL
PULL/PRINT AND REVIEW SET-UP DOC
VERIFY CORRECT PROGRAM IS LOADED IN MACHINE
MACHINE BLOCKS TO PRINT
INSPECT FINISHED BLOCK ON ATTACHED SHEETS
TAKE FIRST PART TO QUALITY FOR BUYOFF"
"4-MO0000185WK-225-919","MFG","225","Scheduled","MO0000185WK","WO0143243-1/1","Benchmark Electronics","6061 8.08 T651 PLATE 0035-00532","5/4/23","4/4/23","5/4/23","65 ea","8.08","","","","","","","","","","","","in","BUR-Hyundai F750B","Hyundai F750B",""
"4-MO0000186WK-200-806","MFG","200","Scheduled","MO0000186WK","WO0151914-1/1","FOXSEMICON INTEGRATED TECHNOLOGY (SHANGHAI) INC","6061 9.50 T651 PLATE 0035-01215","4/7/23","4/4/23","4/7/23","1 ea","9.5","","","","","","","","","","","","in","BUR-Visionwide 4120","Visionwide 4120","PULL CORRESPONDING BLOCKS FROM SAWS
STAGE PARTS IN FRONT OF MACHINE
VERIFY HEAT LOTS
MEASURE BLOCKS BEFORE LOADING MATERIAL
PULL/PRINT AND REVIEW SET-UP DOCS FOR OPS 1 AND 2
VERIFY CORRECT PROGRAMS ARE LOADED IN MACHINE
MACHINE BLOCKS TO PRINT 0035-01215 REV 04
INSPECT FINISHED BLOCK ON ATTACHED SHEETS
TAKE FIRST PART TO QUALITY FOR BUYOFF"
"4-MO0000187WK-100-811","MFG","100","Scheduled","MO0000187WK","WO0151836-1/1","FOXSEMICON INTEGRATED TECHNOLOGY (SHANGHAI) INC","6061 9.75 T651 PLATE 0035-01176","4/7/23","4/4/23","4/7/23","1 ea","9.75","","","","","","","","","","","","in","BUR-Plate Saws","Plate Saws","CUT SIZE 48.02 X 53.59
CUT TOLERANCE +.120/-0"
"4-MO0000187WK-200-813","MFG","200","Scheduled","MO0000187WK","WO0151836-1/1","FOXSEMICON INTEGRATED TECHNOLOGY (SHANGHAI) INC","6061 9.75 T651 PLATE 0035-01176","4/7/23","4/4/23","4/7/23","1 ea","9.75","","","","","","","","","","","","in","BUR-Visionwide 3116","Visionwide 3116","PULL CORRESPONDING BLOCKS FROM SAWS
STAGE PARTS IN FRONT OF MACHINE
MACHINE BLOCKS TO PRINT
INSPECT FINISHED BLOCK ON ATTACHED SHEETS
TAKE FIRST PART TO QUALITY FOR BUYOFF"
"4-MO0000188WK-200-818","MFG","200","Scheduled","MO0000188WK","WO0151838-1/1","South Bay Solutions, Inc.","6061 6.7 T651 PLATE SBS-ENG-100204","4/28/23","4/4/23","4/28/23","2 ea","6.7","","","","","","","","","","","","in","BUR-Visionwide 4120","Visionwide 4120","PULL CORRESPONDING BLOCKS FROM SAWS
STAGE PARTS IN FRONT OF MACHINE
VERIFY HEAT LOTS
MEASURE BLOCKS BEFORE LOADING MATERIAL
PULL/PRINT AND REVIEW SET-UP DOCS FOR OPS 1 AND 2
VERIFY CORRECT PROGRAMS ARE LOADED IN MACHINE
MACHINE BLOCKS TO PRINT SBS-ENG-100204
INSPECT FINISHED BLOCK ON ATTACHED SHEETS
TAKE FIRST PART TO QUALITY FOR BUYOFF"
"4-MO0000189WK-100-821","MFG","100","Scheduled","MO0000189WK","WO0151839-1/1","South Bay Solutions, Inc.","6061 6.7 T651 PLATE SBS-ENG-100204","4/28/23","4/4/23","4/28/23","12 ea","6.7","","","","","","","","","","","","in","BUR-Plate Saws","Plate Saws","PULL MARKED 6.7" PLATE
CUT SIZE 22.75 X 22.75"
CUT TOLERANCE +.125/-0
MARK HEAT LOT ON ALL PIECES"
